date,nation,continent,oppenent,o_continent,score,o_score,tournament,result
2006-11-15,Croatia,Europe,Israel,Europe,4,3,Others,Win
2006-11-15,Israel,Europe,Croatia,Europe,3,4,Others,Lose
2006-11-15,Turkey,Europe,Italy,Europe,1,1,Frendly,Draw
2006-11-15,Italy,Europe,Turkey,Europe,1,1,Frendly,Draw
2006-11-15,Sweden,Europe,Côte d'Ivoire,Africa,0,1,Frendly,Lose
2006-11-15,Côte d'Ivoire,Africa,Sweden,Europe,1,0,Frendly,Win
2006-11-15,Peru,South America,Jamaica,North America,1,1,Frendly,Draw
2006-11-15,Jamaica,North America,Peru,South America,1,1,Frendly,Draw
2006-11-15,Saudi Arabia,Asia,Japan,Asia,1,3,Others,Lose
2006-11-15,Japan,Asia,Saudi Arabia,Asia,3,1,Others,Win
2006-11-15,Oman,Asia,Jordan,Asia,0,3,Others,Lose
2006-11-15,Jordan,Asia,Oman,Asia,3,0,Others,Win
2006-11-15,Togo,Africa,Luxembourg,Europe,0,0,Frendly,Draw
2006-11-15,Luxembourg,Europe,Togo,Africa,0,0,Frendly,Draw
2006-11-15,Russia,Europe,North Macedonia,Europe,2,0,Others,Win
2006-11-15,North Macedonia,Europe,Russia,Europe,0,2,Others,Lose
2006-11-15,Malta,Europe,Lithuania,Europe,1,4,Frendly,Lose
2006-11-15,Lithuania,Europe,Malta,Europe,4,1,Frendly,Win
2006-11-15,Morocco,Africa,Gabon,Africa,6,0,Frendly,Win
2006-11-15,Gabon,Africa,Morocco,Africa,0,6,Frendly,Lose
2006-11-15,Netherlands,Europe,England,Europe,1,1,Frendly,Draw
2006-11-15,England,Europe,Netherlands,Europe,1,1,Frendly,Draw
2006-11-15,Portugal,Europe,Kazakhstan,Europe,3,0,Others,Win
2006-11-15,Kazakhstan,Europe,Portugal,Europe,0,3,Others,Lose
2006-11-15,Serbia,Europe,Norway,Europe,1,1,Frendly,Draw
2006-11-15,Norway,Europe,Serbia,Europe,1,1,Frendly,Draw
2006-11-15,Slovakia,Europe,Bulgaria,Europe,3,1,Frendly,Win
2006-11-15,Bulgaria,Europe,Slovakia,Europe,1,3,Frendly,Lose
2006-11-15,Spain,Europe,Romania,Europe,0,1,Frendly,Lose
2006-11-15,Romania,Europe,Spain,Europe,1,0,Frendly,Win
2006-11-15,Switzerland,Europe,Brazil,South America,1,2,Frendly,Lose
2006-11-15,Brazil,South America,Switzerland,Europe,2,1,Frendly,Win
2006-11-15,Syria,Asia,Chinese Taipei,Asia,3,0,Others,Win
2006-11-15,Chinese Taipei,Asia,Syria,Asia,0,3,Others,Lose
2006-11-15,Tunisia,Africa,Libya,Africa,2,0,Frendly,Win
2006-11-15,Libya,Africa,Tunisia,Africa,0,2,Frendly,Lose
2006-11-15,United Arab Emirates,Asia,Pakistan,Asia,3,2,Others,Win
2006-11-15,Pakistan,Asia,United Arab Emirates,Asia,2,3,Others,Lose
2006-11-15,Uzbekistan,Asia,Qatar,Asia,2,0,Others,Win
2006-11-15,Qatar,Asia,Uzbekistan,Asia,0,2,Others,Lose
2006-11-15,Venezuela,South America,Guatemala,North America,2,1,Frendly,Win
2006-11-15,Guatemala,North America,Venezuela,South America,1,2,Frendly,Lose
2006-11-15,Yemen,Asia,India,Asia,2,1,Others,Win
2006-11-15,India,Asia,Yemen,Asia,1,2,Others,Lose
2006-11-15,Zimbabwe,Africa,Namibia,Africa,3,2,Frendly,Win
2006-11-15,Namibia,Africa,Zimbabwe,Africa,2,3,Frendly,Lose
2006-11-18,Philippines,Asia,Cambodia,Asia,1,0,Others,Win
2006-11-18,Cambodia,Asia,Philippines,Asia,0,1,Others,Lose
2006-11-18,Tanzania,Africa,Angola,Africa,1,1,Frendly,Draw
2006-11-18,Angola,Africa,Tanzania,Africa,1,1,Frendly,Draw
2006-11-19,Barbados,North America,Bahamas,North America,2,1,Others,Win
2006-11-19,Bahamas,North America,Barbados,North America,1,2,Others,Lose
2006-11-19,Panama,North America,Peru,South America,1,2,Frendly,Lose
2006-11-19,Peru,South America,Panama,North America,2,1,Frendly,Win
2006-11-21,Bahamas,North America,Bermuda,North America,0,4,Others,Lose
2006-11-21,Bermuda,North America,Bahamas,North America,4,0,Others,Win
2006-11-23,Barbados,North America,Bermuda,North America,1,1,Others,Draw
2006-11-23,Bermuda,North America,Barbados,North America,1,1,Others,Draw
2006-11-24,Guyana,South America,Antigua and Barbuda,North America,6,0,Others,Win
2006-11-24,Antigua and Barbuda,North America,Guyana,South America,0,6,Others,Lose
2006-11-25,Ethiopia,Africa,Tanzania,Africa,1,2,Others,Lose
2006-11-25,Tanzania,Africa,Ethiopia,Africa,2,1,Others,Win
2006-11-26,Burundi,Africa,Zambia,Africa,3,2,Others,Win
2006-11-26,Zambia,Africa,Burundi,Africa,2,3,Others,Lose
2006-11-26,Djibouti,Africa,Malawi,Africa,0,3,Others,Lose
2006-11-26,Malawi,Africa,Djibouti,Africa,3,0,Others,Win
2006-11-26,Dominican Republic,North America,Antigua and Barbuda,North America,2,0,Others,Win
2006-11-26,Antigua and Barbuda,North America,Dominican Republic,North America,0,2,Others,Lose
2006-11-27,Somalia,Africa,Rwanda,Africa,0,3,Others,Lose
2006-11-27,Rwanda,Africa,Somalia,Africa,3,0,Others,Win
2006-11-27,Sudan,Africa,Uganda,Africa,1,2,Others,Lose
2006-11-27,Uganda,Africa,Sudan,Africa,2,1,Others,Win
2006-11-28,Ethiopia,Africa,Djibouti,Africa,4,0,Others,Win
2006-11-28,Djibouti,Africa,Ethiopia,Africa,0,4,Others,Lose
2006-11-28,Guyana,South America,Dominican Republic,North America,4,0,Others,Win
2006-11-28,Dominican Republic,North America,Guyana,South America,0,4,Others,Lose
2006-11-28,Malawi,Africa,Tanzania,Africa,1,2,Others,Lose
2006-11-28,Tanzania,Africa,Malawi,Africa,2,1,Others,Win
2006-11-29,El Salvador,North America,Panama,North America,0,0,Frendly,Draw
2006-11-29,Panama,North America,El Salvador,North America,0,0,Frendly,Draw
2006-11-30,Rwanda,Africa,Uganda,Africa,0,1,Others,Lose
2006-11-30,Uganda,Africa,Rwanda,Africa,1,0,Others,Win
2006-11-30,Somalia,Africa,Sudan,Africa,0,3,Others,Lose
2006-11-30,Sudan,Africa,Somalia,Africa,3,0,Others,Win
2006-12-01,Ethiopia,Africa,Malawi,Africa,1,0,Others,Win
2006-12-01,Malawi,Africa,Ethiopia,Africa,0,1,Others,Lose
2006-12-01,Tanzania,Africa,Djibouti,Africa,3,0,Others,Win
2006-12-01,Djibouti,Africa,Tanzania,Africa,0,3,Others,Lose
2006-12-03,Sudan,Africa,Rwanda,Africa,0,0,Others,Draw
2006-12-03,Rwanda,Africa,Sudan,Africa,0,0,Others,Draw
2006-12-03,Uganda,Africa,Somalia,Africa,2,0,Others,Win
2006-12-03,Somalia,Africa,Uganda,Africa,0,2,Others,Lose
2006-12-05,Ethiopia,Africa,Zambia,Africa,0,1,Others,Lose
2006-12-05,Zambia,Africa,Ethiopia,Africa,1,0,Others,Win
2006-12-05,Tanzania,Africa,Rwanda,Africa,1,2,Others,Lose
2006-12-05,Rwanda,Africa,Tanzania,Africa,2,1,Others,Win
2006-12-06,Burundi,Africa,Sudan,Africa,0,1,Others,Lose
2006-12-06,Sudan,Africa,Burundi,Africa,1,0,Others,Win
2006-12-06,Uganda,Africa,Malawi,Africa,0,0,Others,Draw
2006-12-06,Malawi,Africa,Uganda,Africa,0,0,Others,Draw
2006-12-06,United Arab Emirates,Asia,Poland,Europe,2,5,Frendly,Lose
2006-12-06,Poland,Europe,United Arab Emirates,Asia,5,2,Frendly,Win
2006-12-08,Rwanda,Africa,Zambia,Africa,0,1,Others,Lose
2006-12-08,Zambia,Africa,Rwanda,Africa,1,0,Others,Win
2006-12-08,Uganda,Africa,Sudan,Africa,2,2,Others,Draw
2006-12-08,Sudan,Africa,Uganda,Africa,2,2,Others,Draw
2006-12-09,Tanzania,Africa,Congo DR,Africa,2,0,Frendly,Win
2006-12-09,Congo DR,Africa,Tanzania,Africa,0,2,Frendly,Lose
2006-12-10,Rwanda,Africa,Uganda,Africa,0,0,Others,Draw
2006-12-10,Uganda,Africa,Rwanda,Africa,0,0,Others,Draw
2006-12-10,United Arab Emirates,Asia,Slovakia,Europe,1,2,Frendly,Lose
2006-12-10,Slovakia,Europe,United Arab Emirates,Asia,2,1,Frendly,Win
2006-12-10,Zambia,Africa,Sudan,Africa,0,0,Others,Draw
2006-12-10,Sudan,Africa,Zambia,Africa,0,0,Others,Draw
2006-12-20,Yemen,Asia,Djibouti,Africa,4,1,Others,Win
2006-12-20,Djibouti,Africa,Yemen,Asia,1,4,Others,Lose
2006-12-21,Lebanon,Asia,Mauritania,Africa,0,0,Others,Draw
2006-12-21,Mauritania,Africa,Lebanon,Asia,0,0,Others,Draw
2006-12-21,Sudan,Africa,Somalia,Africa,6,1,Others,Win
2006-12-21,Somalia,Africa,Sudan,Africa,1,6,Others,Lose
2006-12-24,Lebanon,Asia,Somalia,Africa,4,0,Others,Win
2006-12-24,Somalia,Africa,Lebanon,Asia,0,4,Others,Lose
2006-12-24,Singapore,Asia,Kazakhstan,Europe,0,0,Others,Draw
2006-12-24,Kazakhstan,Europe,Singapore,Asia,0,0,Others,Draw
2006-12-24,Sudan,Africa,Mauritania,Africa,2,0,Others,Win
2006-12-24,Mauritania,Africa,Sudan,Africa,0,2,Others,Lose
2006-12-24,Thailand,Asia,Vietnam,Asia,2,1,Others,Win
2006-12-24,Vietnam,Asia,Thailand,Asia,1,2,Others,Lose
2006-12-26,Thailand,Asia,Singapore,Asia,2,0,Others,Win
2006-12-26,Singapore,Asia,Thailand,Asia,0,2,Others,Lose
2006-12-26,Vietnam,Asia,Kazakhstan,Europe,2,1,Others,Win
2006-12-26,Kazakhstan,Europe,Vietnam,Asia,1,2,Others,Lose
2006-12-27,Lebanon,Asia,Sudan,Africa,0,0,Others,Draw
2006-12-27,Sudan,Africa,Lebanon,Asia,0,0,Others,Draw
2006-12-27,Somalia,Africa,Mauritania,Africa,2,8,Others,Lose
2006-12-27,Mauritania,Africa,Somalia,Africa,8,2,Others,Win
2006-12-28,Singapore,Asia,Vietnam,Asia,2,3,Others,Lose
2006-12-28,Vietnam,Asia,Singapore,Asia,3,2,Others,Win
2006-12-28,Thailand,Asia,Kazakhstan,Europe,2,2,Others,Draw
2006-12-28,Kazakhstan,Europe,Thailand,Asia,2,2,Others,Draw
2006-12-30,Thailand,Asia,Vietnam,Asia,3,1,Others,Win
2006-12-30,Vietnam,Asia,Thailand,Asia,1,3,Others,Lose
2007-01-07,Haiti,North America,Bermuda,North America,2,0,Others,Win
2007-01-07,Bermuda,North America,Haiti,North America,0,2,Others,Lose
2007-01-07,Singapore,Asia,Philippines,Asia,4,1,Frendly,Win
2007-01-07,Philippines,Asia,Singapore,Asia,1,4,Frendly,Lose
2007-01-07,Yemen,Asia,Eritrea,Africa,4,1,Frendly,Win
2007-01-07,Eritrea,Africa,Yemen,Asia,1,4,Frendly,Lose
2007-01-08,Saudi Arabia,Asia,Gambia,Africa,3,0,Frendly,Win
2007-01-08,Gambia,Africa,Saudi Arabia,Asia,0,3,Frendly,Lose
2007-01-09,Bermuda,North America,Haiti,North America,0,3,Others,Lose
2007-01-09,Haiti,North America,Bermuda,North America,3,0,Others,Win
2007-01-11,Costa Rica,North America,Nicaragua,North America,2,0,Frendly,Win
2007-01-11,Nicaragua,North America,Costa Rica,North America,0,2,Frendly,Lose
2007-01-11,Saudi Arabia,Asia,Syria,Asia,2,1,Frendly,Win
2007-01-11,Syria,Asia,Saudi Arabia,Asia,1,2,Frendly,Lose
2007-01-12,Malaysia,Asia,Philippines,Asia,4,0,Others,Win
2007-01-12,Philippines,Asia,Malaysia,Asia,0,4,Others,Lose
2007-01-12,Thailand,Asia,Myanmar,Asia,1,1,Others,Draw
2007-01-12,Myanmar,Asia,Thailand,Asia,1,1,Others,Draw
2007-01-12,Trinidad and Tobago,South America,Barbados,North America,1,1,Others,Draw
2007-01-12,Barbados,North America,Trinidad and Tobago,South America,1,1,Others,Draw
2007-01-13,Indonesia,Asia,Laos,Asia,3,1,Others,Win
2007-01-13,Laos,Asia,Indonesia,Asia,1,3,Others,Lose
2007-01-13,Qatar,Asia,Oman,Asia,1,1,Frendly,Draw
2007-01-13,Oman,Asia,Qatar,Asia,1,1,Frendly,Draw
2007-01-13,Singapore,Asia,Vietnam,Asia,0,0,Others,Draw
2007-01-13,Vietnam,Asia,Singapore,Asia,0,0,Others,Draw
2007-01-14,Malaysia,Asia,Myanmar,Asia,0,0,Others,Draw
2007-01-14,Myanmar,Asia,Malaysia,Asia,0,0,Others,Draw
2007-01-14,Panama,North America,Armenia,Europe,1,1,Frendly,Draw
2007-01-14,Armenia,Europe,Panama,North America,1,1,Frendly,Draw
2007-01-14,Thailand,Asia,Philippines,Asia,4,0,Others,Win
2007-01-14,Philippines,Asia,Thailand,Asia,0,4,Others,Lose
2007-01-14,Venezuela,South America,Sweden,Europe,2,0,Frendly,Win
2007-01-14,Sweden,Europe,Venezuela,South America,0,2,Frendly,Lose
2007-01-15,Haiti,North America,Barbados,North America,2,0,Others,Win
2007-01-15,Barbados,North America,Haiti,North America,0,2,Others,Lose
2007-01-15,Singapore,Asia,Laos,Asia,11,0,Others,Win
2007-01-15,Laos,Asia,Singapore,Asia,0,11,Others,Lose
2007-01-15,Vietnam,Asia,Indonesia,Asia,1,1,Others,Draw
2007-01-15,Indonesia,Asia,Vietnam,Asia,1,1,Others,Draw
2007-01-16,Myanmar,Asia,Philippines,Asia,0,0,Others,Draw
2007-01-16,Philippines,Asia,Myanmar,Asia,0,0,Others,Draw
2007-01-16,Thailand,Asia,Malaysia,Asia,1,0,Others,Win
2007-01-16,Malaysia,Asia,Thailand,Asia,0,1,Others,Lose
2007-01-17,Kuwait,Asia,Yemen,Asia,1,1,Others,Draw
2007-01-17,Yemen,Asia,Kuwait,Asia,1,1,Others,Draw
2007-01-17,Singapore,Asia,Indonesia,Asia,2,2,Others,Draw
2007-01-17,Indonesia,Asia,Singapore,Asia,2,2,Others,Draw
2007-01-17,Trinidad and Tobago,South America,Haiti,North America,3,1,Others,Win
2007-01-17,Haiti,North America,Trinidad and Tobago,South America,1,3,Others,Lose
2007-01-17,United Arab Emirates,Asia,Oman,Asia,1,2,Others,Lose
2007-01-17,Oman,Asia,United Arab Emirates,Asia,2,1,Others,Win
2007-01-17,Vietnam,Asia,Laos,Asia,9,0,Others,Win
2007-01-17,Laos,Asia,Vietnam,Asia,0,9,Others,Lose
2007-01-18,Cuba,North America,Guyana,South America,0,0,Others,Draw
2007-01-18,Guyana,South America,Cuba,North America,0,0,Others,Draw
2007-01-18,Ecuador,South America,Sweden,Europe,2,1,Frendly,Win
2007-01-18,Sweden,Europe,Ecuador,South America,1,2,Frendly,Lose
2007-01-18,Qatar,Asia,Iraq,Asia,0,1,Others,Lose
2007-01-18,Iraq,Asia,Qatar,Asia,1,0,Others,Win
2007-01-18,Saudi Arabia,Asia,Bahrain,Asia,2,1,Others,Win
2007-01-18,Bahrain,Asia,Saudi Arabia,Asia,1,2,Others,Lose
2007-01-20,Kuwait,Asia,Oman,Asia,1,2,Others,Lose
2007-01-20,Oman,Asia,Kuwait,Asia,2,1,Others,Win
2007-01-20,Trinidad and Tobago,South America,Cuba,North America,3,1,Others,Win
2007-01-20,Cuba,North America,Trinidad and Tobago,South America,1,3,Others,Lose
2007-01-20,United Arab Emirates,Asia,Yemen,Asia,2,1,Others,Win
2007-01-20,Yemen,Asia,United Arab Emirates,Asia,1,2,Others,Lose
2007-01-21,Bahrain,Asia,Iraq,Asia,1,1,Others,Draw
2007-01-21,Iraq,Asia,Bahrain,Asia,1,1,Others,Draw
2007-01-21,Ecuador,South America,Sweden,Europe,1,1,Frendly,Draw
2007-01-21,Sweden,Europe,Ecuador,South America,1,1,Frendly,Draw
2007-01-21,Saudi Arabia,Asia,Qatar,Asia,1,1,Others,Draw
2007-01-21,Qatar,Asia,Saudi Arabia,Asia,1,1,Others,Draw
2007-01-23,Malaysia,Asia,Singapore,Asia,1,1,Others,Draw
2007-01-23,Singapore,Asia,Malaysia,Asia,1,1,Others,Draw
2007-01-23,Oman,Asia,Yemen,Asia,2,1,Others,Win
2007-01-23,Yemen,Asia,Oman,Asia,1,2,Others,Lose
2007-01-23,Trinidad and Tobago,South America,Haiti,North America,1,2,Others,Lose
2007-01-23,Haiti,North America,Trinidad and Tobago,South America,2,1,Others,Win
2007-01-23,United Arab Emirates,Asia,Kuwait,Asia,3,2,Others,Win
2007-01-23,Kuwait,Asia,United Arab Emirates,Asia,2,3,Others,Lose
2007-01-24,Qatar,Asia,Bahrain,Asia,1,2,Others,Lose
2007-01-24,Bahrain,Asia,Qatar,Asia,2,1,Others,Win
2007-01-24,Saudi Arabia,Asia,Iraq,Asia,1,0,Others,Win
2007-01-24,Iraq,Asia,Saudi Arabia,Asia,0,1,Others,Lose
2007-01-24,Vietnam,Asia,Thailand,Asia,0,2,Others,Lose
2007-01-24,Thailand,Asia,Vietnam,Asia,2,0,Others,Win
2007-01-27,Oman,Asia,Bahrain,Asia,1,0,Others,Win
2007-01-27,Bahrain,Asia,Oman,Asia,0,1,Others,Lose
2007-01-27,Singapore,Asia,Malaysia,Asia,1,1,Others,Draw
2007-01-27,Malaysia,Asia,Singapore,Asia,1,1,Others,Draw
2007-01-27,United Arab Emirates,Asia,Saudi Arabia,Asia,1,0,Others,Win
2007-01-27,Saudi Arabia,Asia,United Arab Emirates,Asia,0,1,Others,Lose
2007-01-28,Thailand,Asia,Vietnam,Asia,0,0,Others,Draw
2007-01-28,Vietnam,Asia,Thailand,Asia,0,0,Others,Draw
2007-01-30,United Arab Emirates,Asia,Oman,Asia,1,0,Others,Win
2007-01-30,Oman,Asia,United Arab Emirates,Asia,0,1,Others,Lose
2007-01-31,Panama,North America,Trinidad and Tobago,South America,2,1,Frendly,Win
2007-01-31,Trinidad and Tobago,South America,Panama,North America,1,2,Frendly,Lose
2007-01-31,Singapore,Asia,Thailand,Asia,2,1,Others,Win
2007-01-31,Thailand,Asia,Singapore,Asia,1,2,Others,Lose
2007-02-03,Estonia,Europe,Poland,Europe,0,4,Frendly,Lose
2007-02-03,Poland,Europe,Estonia,Europe,4,0,Frendly,Win
2007-02-04,Trinidad and Tobago,South America,Costa Rica,North America,0,4,Frendly,Lose
2007-02-04,Costa Rica,North America,Trinidad and Tobago,South America,4,0,Frendly,Win
2007-02-04,Thailand,Asia,Singapore,Asia,1,1,Others,Draw
2007-02-04,Singapore,Asia,Thailand,Asia,1,1,Others,Draw
2007-02-06,Australia,Oceania,Denmark,Europe,1,3,Frendly,Lose
2007-02-06,Denmark,Europe,Australia,Oceania,3,1,Frendly,Win
2007-02-06,Namibia,Africa,Botswana,Africa,0,1,Frendly,Lose
2007-02-06,Botswana,Africa,Namibia,Africa,1,0,Frendly,Win
2007-02-06,Cyprus,Europe,Hungary,Europe,2,1,Others,Win
2007-02-06,Hungary,Europe,Cyprus,Europe,1,2,Others,Lose
2007-02-06,Greece,Europe,Korea,Asia,0,1,Frendly,Lose
2007-02-06,Korea,Asia,Greece,Europe,1,0,Frendly,Win
2007-02-06,Guinea,Africa,Côte d'Ivoire,Africa,0,1,Frendly,Lose
2007-02-06,Côte d'Ivoire,Africa,Guinea,Africa,1,0,Frendly,Win
2007-02-06,Latvia,Europe,Bulgaria,Europe,0,2,Others,Lose
2007-02-06,Bulgaria,Europe,Latvia,Europe,2,0,Others,Win
2007-02-06,Lithuania,Europe,Mali,Africa,1,3,Frendly,Lose
2007-02-06,Mali,Africa,Lithuania,Europe,3,1,Frendly,Win
2007-02-06,Nigeria,Africa,Ghana,Africa,1,4,Frendly,Lose
2007-02-06,Ghana,Africa,Nigeria,Africa,4,1,Frendly,Win
2007-02-06,Northern Ireland,Europe,Wales,Europe,0,0,Frendly,Draw
2007-02-06,Wales,Europe,Northern Ireland,Europe,0,0,Frendly,Draw
2007-02-06,Brazil,South America,Portugal,Europe,0,2,Frendly,Lose
2007-02-06,Portugal,Europe,Brazil,South America,2,0,Frendly,Win
2007-02-07,North Macedonia,Europe,Albania,Europe,1,0,Frendly,Win
2007-02-07,Albania,Europe,North Macedonia,Europe,0,1,Frendly,Lose
2007-02-07,Algeria,Africa,Libya,Africa,2,1,Frendly,Win
2007-02-07,Libya,Africa,Algeria,Africa,1,2,Frendly,Lose
2007-02-07,Armenia,Europe,Andorra,Europe,0,0,Frendly,Draw
2007-02-07,Andorra,Europe,Armenia,Europe,0,0,Frendly,Draw
2007-02-07,Czech Republic,Europe,Belgium,Europe,2,0,Frendly,Win
2007-02-07,Belgium,Europe,Czech Republic,Europe,0,2,Frendly,Lose
2007-02-07,China PR,Asia,Kazakhstan,Europe,2,1,Frendly,Win
2007-02-07,Kazakhstan,Europe,China PR,Asia,1,2,Frendly,Lose
2007-02-07,Colombia,South America,Uruguay,South America,1,3,Frendly,Lose
2007-02-07,Uruguay,South America,Colombia,South America,3,1,Frendly,Win
2007-02-07,Croatia,Europe,Norway,Europe,2,1,Frendly,Win
2007-02-07,Norway,Europe,Croatia,Europe,1,2,Frendly,Lose
2007-02-07,Cyprus,Europe,Bulgaria,Europe,0,3,Others,Lose
2007-02-07,Bulgaria,Europe,Cyprus,Europe,3,0,Others,Win
2007-02-07,Egypt,Africa,Sweden,Europe,2,0,Frendly,Win
2007-02-07,Sweden,Europe,Egypt,Africa,0,2,Frendly,Lose
2007-02-07,England,Europe,Spain,Europe,0,1,Frendly,Lose
2007-02-07,Spain,Europe,England,Europe,1,0,Frendly,Win
2007-02-07,Argentina,South America,France,Europe,1,0,Frendly,Win
2007-02-07,France,Europe,Argentina,South America,0,1,Frendly,Lose
2007-02-07,Turkey,Europe,Georgia,Europe,0,1,Frendly,Lose
2007-02-07,Georgia,Europe,Turkey,Europe,1,0,Frendly,Win
2007-02-07,Germany,Europe,Switzerland,Europe,3,1,Frendly,Win
2007-02-07,Switzerland,Europe,Germany,Europe,1,3,Frendly,Lose
2007-02-07,IR Iran,Asia,Belarus,Europe,2,2,Frendly,Draw
2007-02-07,Belarus,Europe,IR Iran,Asia,2,2,Frendly,Draw
2007-02-07,Ukraine,Europe,Israel,Europe,1,1,Frendly,Draw
2007-02-07,Israel,Europe,Ukraine,Europe,1,1,Frendly,Draw
2007-02-07,Latvia,Europe,Hungary,Europe,0,2,Others,Lose
2007-02-07,Hungary,Europe,Latvia,Europe,2,0,Others,Win
2007-02-07,Luxembourg,Europe,Gambia,Africa,2,1,Frendly,Win
2007-02-07,Gambia,Africa,Luxembourg,Europe,1,2,Frendly,Lose
2007-02-07,Malta,Europe,Austria,Europe,1,1,Frendly,Draw
2007-02-07,Austria,Europe,Malta,Europe,1,1,Frendly,Draw
2007-02-07,Tunisia,Africa,Morocco,Africa,1,1,Frendly,Draw
2007-02-07,Morocco,Africa,Tunisia,Africa,1,1,Frendly,Draw
2007-02-07,Russia,Europe,Netherlands,Europe,1,4,Frendly,Lose
2007-02-07,Netherlands,Europe,Russia,Europe,4,1,Frendly,Win
2007-02-07,Poland,Europe,Slovakia,Europe,2,2,Frendly,Draw
2007-02-07,Slovakia,Europe,Poland,Europe,2,2,Frendly,Draw
2007-02-07,Moldova,Europe,Romania,Europe,0,2,Frendly,Lose
2007-02-07,Romania,Europe,Moldova,Europe,2,0,Frendly,Win
2007-02-07,San Marino,Europe,Republic of Ireland,Europe,1,2,Others,Lose
2007-02-07,Republic of Ireland,Europe,San Marino,Europe,2,1,Others,Win
2007-02-07,Senegal,Africa,Benin,Africa,2,1,Frendly,Win
2007-02-07,Benin,Africa,Senegal,Africa,1,2,Frendly,Lose
2007-02-07,Slovenia,Europe,Estonia,Europe,1,0,Frendly,Win
2007-02-07,Estonia,Europe,Slovenia,Europe,0,1,Frendly,Lose
2007-02-07,Cameroon,Africa,Togo,Africa,2,2,Frendly,Draw
2007-02-07,Togo,Africa,Cameroon,Africa,2,2,Frendly,Draw
2007-02-07,Mexico,North America,USA,North America,0,2,Frendly,Lose
2007-02-07,USA,North America,Mexico,North America,2,0,Frendly,Win
2007-02-07,Azerbaijan,Europe,Uzbekistan,Asia,0,0,Frendly,Draw
2007-02-07,Uzbekistan,Asia,Azerbaijan,Europe,0,0,Frendly,Draw
2007-02-07,Chile,South America,Venezuela,South America,1,0,Frendly,Win
2007-02-07,Venezuela,South America,Chile,South America,0,1,Frendly,Lose
2007-02-08,El Salvador,North America,Belize,North America,2,1,Others,Win
2007-02-08,Belize,North America,El Salvador,North America,1,2,Others,Lose
2007-02-08,Guatemala,North America,Nicaragua,North America,1,0,Others,Win
2007-02-08,Nicaragua,North America,Guatemala,North America,0,1,Others,Lose
2007-02-09,Costa Rica,North America,Honduras,North America,3,1,Others,Win
2007-02-09,Honduras,North America,Costa Rica,North America,1,3,Others,Lose
2007-02-10,El Salvador,North America,Nicaragua,North America,2,1,Others,Win
2007-02-10,Nicaragua,North America,El Salvador,North America,1,2,Others,Lose
2007-02-10,Guatemala,North America,Belize,North America,1,0,Others,Win
2007-02-10,Belize,North America,Guatemala,North America,0,1,Others,Lose
2007-02-11,Panama,North America,Honduras,North America,1,1,Others,Draw
2007-02-11,Honduras,North America,Panama,North America,1,1,Others,Draw
2007-02-12,Guatemala,North America,El Salvador,North America,0,0,Others,Draw
2007-02-12,El Salvador,North America,Guatemala,North America,0,0,Others,Draw
2007-02-12,Nicaragua,North America,Belize,North America,4,2,Others,Win
2007-02-12,Belize,North America,Nicaragua,North America,2,4,Others,Lose
2007-02-13,Lesotho,Africa,Eswatini,Africa,0,1,Frendly,Lose
2007-02-13,Eswatini,Africa,Lesotho,Africa,1,0,Frendly,Win
2007-02-13,Costa Rica,North America,Panama,North America,0,1,Others,Lose
2007-02-13,Panama,North America,Costa Rica,North America,1,0,Others,Win
2007-02-15,Honduras,North America,Nicaragua,North America,9,1,Others,Win
2007-02-15,Nicaragua,North America,Honduras,North America,1,9,Others,Lose
2007-02-16,Costa Rica,North America,El Salvador,North America,2,0,Others,Win
2007-02-16,El Salvador,North America,Costa Rica,North America,0,2,Others,Lose
2007-02-16,Panama,North America,Guatemala,North America,2,0,Others,Win
2007-02-16,Guatemala,North America,Panama,North America,0,2,Others,Lose
